TenDiaDanh,DiaChi,NoiDung,ImageURL,DichVu,ThongTinLienHe,DanhGia (Google Map),Lat,Lng
Nhà thờ họ Lê,"Khu 5, Phường Phong Cốc, Thị xã Quảng Yên, Quảng Ninh","Đầu thế kỉ 17, vào đời thứ 6, con cháu trong dòng họ Lê đã lập từ đường riêng thờ 2 cụ Lê Mở và Lê Khép và các cụ thế tổ của dòng họ. Theo gia phả, Từ đường hiện nay được xây dựng lại năm 1817. Tuy đã trải qua nhiều lần trùng tu nhưng công trình vẫn giữ được phong cách kiến trúc thời Nguyễn. Công trình được làm theo kiểu chữ Tam (≡) gồm tiền đường, bái đường và hậu cung.Vì kèo bằng gỗ, kết cấu đơn giản, chắc chắn. Di tích còn lưu giữ được nhiều hiện vật có giá trị lịch sử, mỹ thuật như: cửa võng, đại tự, câu đối, bộ bát bửu, bia đá...Các hiện vật này chủ yếu làm vào thời Nguyễn, được sơn son thếp vàng, chạm trổ khéo léo, tỉ mỉ với những đường nét mềm mại, uyển chuyển.",https://media.vov.vn/sites/default/files/styles/large_watermark/public/2025-02/3-_thi_xa_quang_yen_la_vung_dat_giau_truyen_thong_van_hoa_cua_tinh_quang_ninh_voi_tren_120_dong_ho_trong_do_co_23_dong_ho_tien_cong_da_duoc_xep_hang_di_tich_van_hoa_cap_quoc_gia.jpg,N/A,N/A,N/A,20.9641212,105.9841388
Đình Phong Cốc,"Khu 4, Phường Phong Cốc, Thị xã Quảng Yên, Quảng Ninh","Đình Phong Cốc kiến trúc theo kiểu chữ “đinh” (J) gồm bảy gian hai chái tiền đường, năm gian hai chái bái đường và hai gian hậu cung, với tổng chiều dài tới 35m và rộng 15m. Những cột cái của đình có chu vi hơn 1m. Tám hàng cột chính và hai hàng cột trái đỡ một hệ thống mái lợp ngói cổ, rộng tới trên 600m², diềm mái lượn cong dần về hai góc mái hợp với đầu đao cong vút làm cho dáng đình thanh thoát, bay bổng. Hai cánh cửa chính bằng gỗ lim chạm hình rồng phượng bay trong mây. Qua nghệ thuật chạm khắc tinh xảo mà các nghệ nhân đã để lại trên các cốn, các bẩy và đặc biệt là các cảnh sinh hoạt rất sinh động bằng gỗ cho thấy đây là một công trình được dựng lên trong thời kỳ rực rỡ của nền kiến trúc Việt Nam.",https://media.baoquangninh.vn/dataimages/201612/original/images897911_Tr12_thay.jpg,N/A,N/A,N/A,21.1270993,106.2797281
Hai cây Lim Giếng Rừng,"Khu 5, Phường Quảng Yên, Thị xã Quảng Yên, Quảng Ninh","Sử sách ghi lại, hai cây lim giếng Rừng hơn 700 tuổi là chứng tích còn lại trong khu rừng vốn được quân và dân nhà Trần chặt để làm cọc trên sông Bạch Đằng, đánh tan quân xâm lược Nguyên Mông năm 1288.",https://media-cdn-v2.laodong.vn/storage/newsportal/2023/8/26/1233657/20230814_161050.jpg,N/A,N/A,N/A,20.9417542,106.7681764
Bảo tàng Bạch Đằng,"Khu 5, Phường Quảng Yên, Thị xã Quảng Yên, Quảng Ninh","Nằm ở ngay ngã ba trung tâm phường Quảng Yên, bảo tàng Bạch Đằng là một trong những điểm đến hấp dẫn mà du khách nên khám phá khi đến mảnh đất Quảng Yên, Quảng Ninh. Công trình này được xây dựng lại từ năm 1998. Tên gọi của bảo tàng mang tên dòng sông Bạch Đằng lịch sử – địa điểm diễn ra những trận đánh chống giặc ngoại xâm, bảo vệ chủ quyền dân tộc của Ngô Quyền mấy trăm năm trước vô cùng lừng lẫy.",https://static.vinwonders.com/production/2025/03/bao-tang-bach-dang.jpg,"Mở cửa vào Thứ 4, Thứ 5, Thứ 7, Chủ Nhật",N/A,4.5 sao (32 đánh giá),20.9627327,106.7610234
Khu trung tâm di tích lịch sử Bạch Đằng,"Khu 6, Phường Yên Giang, Thị xã Quảng Yên, Quảng Ninh","Khu di tích lịch sử Bạch Đằng là một quần thể gồm 10 điểm di tích nằm ở tả ngạn sông Bạch Đằng thuộc địa bàn thị xã Quảng Yên và thành phố Uông Bí, tỉnh Quảng Ninh. Đây là các di tích gắn với trận Bạch Đằng (1288) và Trần Hưng Đạo trong Chiến tranh Nguyên Mông – Đại Việt lần 3.",https://cdn3.ivivu.com/2022/10/di-tich-chien-thang-bach-dang-ivivu-2-1024x640.jpg,N/A,N/A,4.7 sao (356 đánh giá),20.9560268,106.7685163
Quần thể danh lam thắng cảnh Núi Mằn,"Xã Thống Nhất, Thành phố Hạ Long, Quảng Ninh","Núi Mằn có tên trong thư tịch cổ là “Bân Sơn"" nghĩa là hài hòa, trong ngoài hoàn thiện. Vì vậy, Bân Sơn có nghĩa là ngọn núi đẹp, hoàn thiện từ trong ra ngoài, núi có dòng sông Mân chảy qua nên người dân địa phương thường gọi núi Bân là núi Mân (từ “Mằn” là đọc chệch của từ “Mân”).",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjNXQj1A3YcFxzzL_auU-_xzBXXvb6kX-f_mfoVlOc4KkZ87me44-FYQCrYiIR6Y6hbi4UHqNdXDyjpnP7CyQfz72QaddCLHN7u_yTLC_XqWNdbGqTMFOMKBuEE_6-nQCKwvJXBbkhVpvk/w400-h300/3654_tl.jpg,N/A,N/A,N/A,21.060633,107.0642567
Khu bảo tồn bản văn hóa người Dao Thanh Y Bằng Cả,"Thôn 2 (thôn Chín Gian), Xã Bằng Cả, Thành phố Hạ Long, Quảng Ninh","Khu bảo tồn bản văn hóa người Dao Thanh Y Bằng Cả là Dự án bảo tồn bản văn hóa người Dao Thanh Y duy nhất của tỉnh Quảng Ninh do Sở Văn hóa, Thể thao và Du lịch làm chủ đầu tư.",https://media.baoquangninh.vn/dataimages/202010/original/images1444143_IMG_0327.JPG,N/A,N/A,N/A,21.0861315,106.8652826
Thiên đường hoa Quảng La,"Xã Quảng La, Thành phố Hạ Long, Quảng Ninh","Mở cửa từ đầu năm 2016, Thiên đường hoa Quảng La là một thung lũng hoa rộng 25ha - tọa lạc ở thôn 6, xã Quảng La, Hoành Bồ, thành phố Hạ Long, tỉnh Quảng Ninh. Từ đó tới nay, Thiên đường hoa Quảng La luôn là địa diểm ưa thích của những người yêu thiên nhiên.",https://media.baoquangninh.vn/dataimages/201701/original/images905027_tr12749348.jpg,"Giờ mở cửa: 08:00 - 18:00 hàng ngày
Vé vào cổng: 50.000 đồng",SĐT: 0989 136 423,4.1 sao (122 đánh giá),21.0723968,106.8945456
"Đại Yên Plaza, Vụng Cặp Táo","vịnh Hạ Long, Thành phố Hạ Long, Quảng Ninh","Điểm du lịch Đại Yên Plaza, vụng Cặp Táo có diện tích ranh giới 2,0ha, tại vụng Cặp Táo, Vịnh Hạ Long. Đây là điểm dừng chân, dịch vụ, tham quan du lịch kết hợp mua bán hải sản, giới thiệu sản phẩm nhằm tạo thêm các sản phẩm du lịch đáp ứng nhu cầu cho khách du lịch tham quan, trải nghiệm, mua sắm... trên cơ sở bảo tồn, phát huy giá trị Di sản thiên nhiên thế giới Vịnh Hạ Long.",https://media.baoquangninh.vn/dataimages/201911/original/images1340055_1a.jpg,N/A,N/A,N/A,20.977914,106.938473
Cung Quy hoạch và Hội chợ triển lãm tỉnh Quảng Ninh,"phường Hồng Hải, thành phố Hạ Long, Phường Hồng Hải, Thành phố Hạ Long, Quảng Ninh","Cung quy hoạch, hội chợ, triển lãm Quảng Ninh được thiết kế mô phỏng con cá heo vờn con sò biển rất độc đáo, lạ mắt. Công trình này là nơi trưng bày đồ án, quy hoạch, tôn vinh thành tựu phát triển kinh tế và là nơi giao lưu văn hóa, xúc tiến thương mại trong nước và quốc tế.",https://cdn.tienphong.vn/images/b6038bf16388252658594b6314816a1f0886c166c37e2114767922807292aaa63e2947fe1d652f7293339cbf69b2e9cd048f35062af3712e6751594fd44e59e0/cung_quy_hoach_01_iwtv.jpg,N/A,N/A,4.6 sao (791 đánh giá),20.9461429,107.1016145
Vụng Tùng Sâu,"vịnh Hạ Long, thành phố Hạ Long, Thành phố Hạ Long, Quảng Ninh","Tùng Sâu là làng nghề nuôi cấy ngọc trai nổi tiếng nhất ở Vịnh Hạ Long và cũng là một điểm thu hút khách du lịch, nơi họ có thể tham quan và tìm hiểu toàn bộ quy trình sản xuất ngọc trai và các sản phẩm ngọc trai từ bước đầu tiên đến thu hoạch ngọc trai. Làng nghề nằm trong một vụng nước kín, bao quanh là những hòn đảo đá vôi nhấp nhô và thuộc sở hữu của Công ty Cổ phần Ngọc Trai Hạ Long.",https://www.1travel.vn/uploads/photo-e/destinations-halong/Tung-sau-pearl-farm/Tung-Sau-2650-388.jpg,N/A,N/A,N/A,"209,438,349","1,069,458,713"
Cụm di tích Chùa Lôi Âm và Hồ Yên Lập,"Phường Đại Yên, tp Hạ Long, Phường Đại Yên, Thành phố Hạ Long, Quảng Ninh","Cụm di tích Chùa Lôi Âm và Hồ Yên Lập là một quần thể du lịch văn hóa - tâm linh và sinh thái thuộc thành phố Hạ Long, tỉnh Quảng Ninh. Chùa Lôi Âm tọa lạc trên núi Lôi Âm, nổi tiếng với vẻ đẹp thiên nhiên và giá trị tâm linh. Nơi đây nằm gần với Hồ Yên Lập, một hồ nước ngọt lớn có vai trò quan trọng trong việc cung cấp nước sinh hoạt và phát triển du lịch.",https://statics.vinpearl.com/chua-loi-am-0_1628413675.png,N/A,N/A,N/A,21.0113795,106.9062054
Đền Cái Lân,"Phường Bãi Cháy, thành phố Hạ Long, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh","Đây là một trong những ngôi đền cổ nhất trên đất nước Việt Nam thờ Mẫu Đệ Tam, được nhân dân sùng bái và thờ tự hết sức uy nghi, trang nghiêm. Ngôi đền cổ này còn được mệnh danh là ngôi đền linh ứng “cầu được ước thấy” tại vùng đất mỏ Quảng Ninh. Chính vì vậy con hương thập phương tới đền chiêm bái, cầu an, cầu may tấp nập quanh năm.",https://media.baoquangninh.vn/dataimages/201212/original/images659576_Tr._4_den_cai_lan.jpg,N/A,N/A,4.7 sao (49 đánh giá),20.9733412,107.0496832
Trung tâm Mỹ Ngọc - Công ty CP Ngọc trai Hạ Long,"Phường Hà Khẩu, thành phố Hạ Long, Phường Hà Khẩu, Thành phố Hạ Long, Quảng Ninh","Trung tâm mua sắm Mỹ Ngọc có cả một khu riêng dành cho khách tham quan tìm hiểu quy trình nuôi trai cấy ngọc đến khi hình thành một viên ngọc quý. Đến đây, khách thăm quan sẽ được đội ngũ nhân viên, kỹ thuật viên ân cần, chu đáo hướng dẫn Lữ khách tham quan từng công đoạn, khách thăm quan sẽ có thêm những trải nghiệm cũng như những kiến thức mới về các hoạt động quy trình hoàn thiện một viên ngọc trai. Để rồi từ đó có thể lựa chọn cho mình một sản phẩm ngọc trai ưng ý nhất.",https://csdl.vietnamtourism.gov.vn/uploads/images/22_50/3420315397546544795801492107975821441116142n.jpg,N/A,N/A,N/A,20.9581116062553,106.973945300682
Trung tâm thương mại Marine Plaza,"Phường Hùng Thắng, thành phố Hạ Long, Phường Hùng Thắng, Thành phố Hạ Long, Quảng Ninh",Du lịch thể thao: Đường giao thông,https://csdl.vietnamtourism.gov.vn/uploads/images/22_50/trung-tam-thuong-mai-ha-long-marina-canh-alacarte-ha-long.jpg,Giờ mở cửa: 07:00 - 22:00 hàng ngày,N/A,3.8 sao (221 đánh giá),20.9548574,107.0148064
Trung tâm Thương mại Vincom Hạ Long center,"Phường Bạch Đằng, thành phố Hạ Long, Phường Bạch Đằng, Thành phố Hạ Long, Quảng Ninh","Một công trình thiết kế theo phong cách Hoàng Gia Châu Âu lôi cuốn, TTTM Vincom Center Hạ Long được bố trí trên 4 tầng nổi và 1 tầng hầm, với tổng diện tích sàn vượt quá 37.000m2. Tọa lạc trong khu vực đông dân cư nhất của Thành phố, công trình đã nhanh chóng thu hút sự chú ý khi hơn 95% diện tích mặt sàn đã được cho thuê với hàng trăm thương hiệu nổi tiếng. Chúng bao gồm không chỉ thời trang và phụ kiện, mà còn đồ gia dụng, nội thất, và ẩm thực đa dạng…",https://mia.vn/media/uploads/blog-du-lich/den-vincom-plaza-ha-long-ban-muon-an-gi-choi-gi-cung-co-tat-2-1642609931.jpg,Giờ mở cửa: 10:00 - 22:00 hàng ngày,N/A,4.5 sao (1489 đánh giá,20.9504242,107.0845748
Chợ Hạ Long 1,"Phường Hồng Gai, thành phố Hạ Long, Phường Hồng Gai, Thành phố Hạ Long, Quảng Ninh","Chợ Hạ Long 1 là điểm đến mua sắm không thể bỏ qua tại Hạ Long, thu hút du khách bởi đa dạng và phong phú về hàng hóa. Đây được coi là chợ đầu mối lớn nhất của Hạ Long, nổi tiếng với nguồn hải sản tươi sống và đặc sản Quảng Ninh đa dạng. Với vị trí thuận lợi và sự đa dạng về sản phẩm, chợ Hạ Long này là điểm đến hấp dẫn cho những ai muốn khám phá văn hóa mua sắm độc đáo của vùng biển Quảng Ninh.","https://ik.imagekit.io/tvlk/blog/2023/05/cho-ha-long-1.jpeg?tr=q-70,c-at_max,w-1000,h-600",Giờ mở cửa: 06:00 - 18:30 hàng ngày,N/A,4.1 sao (3662 đánh giá),20.8015235,105.8844708
Bảo tàng - Thư viện tỉnh - Quảng trường 30/10,"phường Hồng Hải, thành phố Hạ Long, Phường Hồng Hải, Thành phố Hạ Long, Quảng Ninh",Bảo tàng - Thư viện Quảng Ninh là một trong những công trình trọng điểm chào mừng kỷ niệm 50 năm thành lập tỉnh (30/10/1963 - 30/10/2013).,https://images.vietnamtourism.gov.vn/vn//images/BTTVQN1.jpg,N/A,N/A,N/A,20.9434768,107.035075
Công viên Hạ Long,"Phường Bạch Đằng, thành phố Hạ Long, Phường Bạch Đằng, Thành phố Hạ Long, Quảng Ninh","Sun World Hạ Long – hay còn gọi là Hạ Long Park – là một quần thể vui chơi giải trí quy mô hàng đầu Việt Nam, trải rộng trên diện tích lên đến 214 héc-ta. Tổ hợp này bao gồm đầy đủ các dịch vụ tham quan, vui chơi, giải trí, mua sắm và ẩm thực theo chuẩn quốc tế. Tại đây, bạn sẽ được khám phá Công viên giải trí bên bờ biển Bãi Cháy thơ mộng, công viên trên đồi Ba Đèo mát mẻ, hệ thống Cáp treo Nữ Hoàng độc đáo, khu Đồi Huyền Bí, Công viên Rồng và Công viên nước Typhoon – mỗi nơi là một trải nghiệm riêng biệt.",https://mia.vn/media/uploads/blog-du-lich/review-cong-vien-ha-long-mot-ngay-choi-tha-ga-quen-loi-ve-04-1642562460.jpg,"Giờ mở cửa: từ 14:00 - 19:00 (Thứ 2 - Thứ 6); 09:00 - 22:00 (Thứ 7, CN, ngày lễ)",SĐT: 0203 2238 888,4.4 sao (3236 đánh giá),20.9734739,105.879019
Nhà thờ Hòn Gai,"phường Bạch Đằng, thành phố Hạ Long, Phường Bạch Đằng, Thành phố Hạ Long, Quảng Ninh","Nhà thờ đầu tiên được xây dựng năm 1933, nhìn sang núi Bài Thơ nhưng đã bị trúng bom của máy bay Mỹ, hủy hoại vào năm 1967. Mãi đến năm 1998, giáo xứ Hòn Gai mới có điều kiện xây ngôi nhà thờ mới.",https://media.baoquangninh.vn/upload/image/202312/medium/2161173_nha_tho_hon_gai_nhin_tu_tren_cao_anh_fb_quang_ninh_que_toi_15040119.jpg,,,,20.9454099,107.1110461
Chùa Long Tiên,"Phường Bạch Đằng, thành phố Hạ Long, Phường Bạch Đằng, Thành phố Hạ Long, Quảng Ninh","Đây là ngôi chùa lớn nhất tại Hạ Long và đã được công nhận là di tích lịch sử - văn hóa quốc gia. Chùa theo hệ phái Bắc Tông, thờ các vị tướng thời Trần và các chư Phật, mang lại không gian tôn nghiêm cho các hoạt động tâm linh.",https://cms.mobihome.vn/Data/Sites/1/media/chua-long-tien-04.jpg,,,,20.9422143,105.6964426
Trung tâm Văn hóa Núi Bài Thơ và Đền thờ Đức ông Trần Quốc Nghiễn,"Phường Hồng Gai, thành phố Hạ Long, Phường Hồng Gai, Thành phố Hạ Long, Quảng Ninh","Đền thờ Đức ông Trần Quốc Nghiễn tại TP Hạ Long nằm ngay dưới chân núi Bài Thơ với cảnh quan, lịch sử và kiến trúc đặc biệt. Đây không chỉ là trung tâm văn hóa tâm linh của cộng đồng của người dân nơi đây mà còn là điểm đến thu hút du khách, đặc biệt là trong những dịp du xuân đầu năm mới.",https://mia.vn/media/uploads/blog-du-lich/linh-thieng-den-tho-duc-ong-tran-quoc-nghien-tai-ha-long-3-1641741520.jpg,Giờ mở cửa: 07:00 - 17:30 hàng ngày,N/A,4.7 sao (133 đánh giá),20.9474626,107.0727502
Chùa Ba Vàng,"tổ 17, khu 5, phường Quang Trung, thành phố Uông Bí, Phường Quang Trung, Thành phố Uông Bí, Quảng Ninh","Chùa tọa lạc trên núi Thành Đẳng thuộc cánh cung Đông Triều, ở địa bàn phường Quang Trung, thành phố Uông Bí, tỉnh Quảng Ninh. Chùa có tên chữ Hán là Bảo Quang Tự, “Tự ” có nghĩa là chùa, “Bảo Quang” mang nghĩa là ánh sáng quý báu. Bảo Quang Tự nghĩa là ngôi chùa có ánh sáng quý báu. Chùa còn có tên gọi Ba Vàng, mang ý nghĩa chỉ ba ngôi quý báu của Phật “Phật Bảo, Pháp Bảo, Tăng Bảo”, đây là tên gọi dễ hiểu, dễ nhớ gần gũi với người dân địa dân địa phương thể hiện lòng tôn kính của họ với ba ngôi báu Phật - Pháp –Tăng",https://www.vietnamairlines.com/~/media/SEO-images/2025%20SEO/Traffic%20TA/MB/ba-vang-pagoda/ba-vang-pagoda-is-one-of-the-top-spiritual-destinations-in-quang-ninh.jpg?la=en,Giờ mở cửa: 06:00 - 18:30 (Thứ 2 - Thứ 6); 06:00 - 21:00 (Thứ 7 - CN),SĐT: 0203 6557 799,4.5 sao (7607 đánh giá),21.0685509,106.7642261
